   18.0834519852 23.5298423353 35.0000000000 
   21.4291050170 19.8141182080 35.0000000000 
   21.4291050170 19.8141182080 30.0000000000 
   18.0834519852 23.5298423353 30.0000000000 

   18.0834519852 23.5298423353 35.0000000000 
   16.5383670133 18.7745597539 35.0000000000 
   16.5383670133 18.7745597539 30.0000000000 
   18.0834519852 23.5298423353 30.0000000000 

   18.0834519852 23.5298423353 35.0000000000 
   13.1927139815 22.4902838813 35.0000000000 
   13.1927139815 22.4902838813 30.0000000000 
   18.0834519852 23.5298423353 30.0000000000 

   18.0834519852 23.5298423353 35.0000000000 
   14.7377989534 27.2455664627 35.0000000000 
   14.7377989534 27.2455664627 30.0000000000 
   18.0834519852 23.5298423353 30.0000000000 

   18.0834519852 23.5298423353 35.0000000000 
   19.6285369571 28.2851249168 35.0000000000 
   19.6285369571 28.2851249168 30.0000000000 
   18.0834519852 23.5298423353 30.0000000000 

   18.0834519852 23.5298423353 35.0000000000 
   22.9741899889 24.5694007894 35.0000000000 
   22.9741899889 24.5694007894 30.0000000000 
   18.0834519852 23.5298423353 30.0000000000 

   18.0834519852 23.5298423353 35.0000000000 
   21.4291050170 19.8141182080 35.0000000000 
   21.4291050170 19.8141182080 30.0000000000 
   18.0834519852 23.5298423353 30.0000000000 

