   31.9165480148 26.4701576647 35.0000000000 
   35.2622010466 22.7544335373 35.0000000000 
   35.2622010466 22.7544335373 30.0000000000 
   31.9165480148 26.4701576647 30.0000000000 

   31.9165480148 26.4701576647 35.0000000000 
   30.3714630429 21.7148750832 35.0000000000 
   30.3714630429 21.7148750832 30.0000000000 
   31.9165480148 26.4701576647 30.0000000000 

   31.9165480148 26.4701576647 35.0000000000 
   27.0258100111 25.4305992106 35.0000000000 
   27.0258100111 25.4305992106 30.0000000000 
   31.9165480148 26.4701576647 30.0000000000 

   31.9165480148 26.4701576647 35.0000000000 
   28.5708949830 30.1858817920 35.0000000000 
   28.5708949830 30.1858817920 30.0000000000 
   31.9165480148 26.4701576647 30.0000000000 

   31.9165480148 26.4701576647 35.0000000000 
   33.4616329867 31.2254402461 35.0000000000 
   33.4616329867 31.2254402461 30.0000000000 
   31.9165480148 26.4701576647 30.0000000000 

   31.9165480148 26.4701576647 35.0000000000 
   36.8072860185 27.5097161187 35.0000000000 
   36.8072860185 27.5097161187 30.0000000000 
   31.9165480148 26.4701576647 30.0000000000 

   31.9165480148 26.4701576647 35.0000000000 
   35.2622010466 22.7544335373 35.0000000000 
   35.2622010466 22.7544335373 30.0000000000 
   31.9165480148 26.4701576647 30.0000000000 

