   26.4701576647 18.0834519852 35.0000000000 
   29.8158106964 14.3677278578 35.0000000000 
   29.8158106964 14.3677278578 30.0000000000 
   26.4701576647 18.0834519852 30.0000000000 

   26.4701576647 18.0834519852 35.0000000000 
   24.9250726928 13.3281694037 35.0000000000 
   24.9250726928 13.3281694037 30.0000000000 
   26.4701576647 18.0834519852 30.0000000000 

   26.4701576647 18.0834519852 35.0000000000 
   21.5794196610 17.0438935311 35.0000000000 
   21.5794196610 17.0438935311 30.0000000000 
   26.4701576647 18.0834519852 30.0000000000 

   26.4701576647 18.0834519852 35.0000000000 
   23.1245046329 21.7991761126 35.0000000000 
   23.1245046329 21.7991761126 30.0000000000 
   26.4701576647 18.0834519852 30.0000000000 

   26.4701576647 18.0834519852 35.0000000000 
   28.0152426365 22.8387345667 35.0000000000 
   28.0152426365 22.8387345667 30.0000000000 
   26.4701576647 18.0834519852 30.0000000000 

   26.4701576647 18.0834519852 35.0000000000 
   31.3608956683 19.1230104393 35.0000000000 
   31.3608956683 19.1230104393 30.0000000000 
   26.4701576647 18.0834519852 30.0000000000 

   26.4701576647 18.0834519852 35.0000000000 
   29.8158106964 14.3677278578 35.0000000000 
   29.8158106964 14.3677278578 30.0000000000 
   26.4701576647 18.0834519852 30.0000000000 

