   75.0000000000 75.0000000000 50.0000000000 
   64.3933982822 75.0000000000 50.0000000000 
   64.3933982822 75.0000000000 0.0000000000 
   75.0000000000 75.0000000000 0.0000000000 

   75.0000000000 75.0000000000 50.0000000000 
   75.0000000000 85.6066017178 50.0000000000 
   75.0000000000 85.6066017178 0.0000000000 
   75.0000000000 75.0000000000 0.0000000000 

   75.0000000000 75.0000000000 50.0000000000 
   85.6066017178 75.0000000000 50.0000000000 
   85.6066017178 75.0000000000 0.0000000000 
   75.0000000000 75.0000000000 0.0000000000 

   75.0000000000 75.0000000000 50.0000000000 
   75.0000000000 64.3933982822 50.0000000000 
   75.0000000000 64.3933982822 0.0000000000 
   75.0000000000 75.0000000000 0.0000000000 

   75.0000000000 75.0000000000 50.0000000000 
   64.3933982822 75.0000000000 50.0000000000 
   64.3933982822 75.0000000000 0.0000000000 
   75.0000000000 75.0000000000 0.0000000000 

